,Company Name,Comapany Website,Address,Contact,Phone No.
1916,RANSON N.V.,www.ranson-industries.com,"Generaal Deprezstraat, 4 8530 Harelbeke Belgium","Jeroen Debruyne, MarketingMarketing",+32 563 215 05
1917,RASPINI SPA,www.raspinisalumi.it,Via Piscina 73 10060 Scalenghe (TO) Italy,"Daniela Gagliano, Export ManagerExport ManagerSara Loffredo, Account ExportAccount Export",+39 011 9869600
1918,RAUSCHER CONSUMER PRODUCTS GMBH,www.rauscher-co.com,Johann-Schorsch-Gasse 4 1140 Vienna Austria,"Erich Dosek, GeschäftsführerGeschäftsführerMartina Hresková, Export ManagerExport Manager",+420 544 425 634
1919,RAVENSBERGEN FOOD B.V.,www.ravensbergenfood.com,Wasbeekerlaan 6 2171 AE Sassenheim The Netherlands,"Mark Meijer, Sales and Marketing ManagerSales and Marketing ManagerJennifer Van der Meij, Project ManagerProject Manager",+31 644380103
1920,RAVIFLEX BV,www.raviflex.be,Chaussée Romaine 178 4300 Waremme Belgium,"Xavier van Ravestyn, Managing DirectorManaging Director",+32 478493376
1921,RAYS SPA,www.rays.it,"Via Francesco Crispi, 26 60027 Osimo Italy","Volha Tsimoshyk, International Senior Sales ManagerInternational Senior Sales ManagerJoanna Niedziela, Senior Export Sales ManagerSenior Export Sales Manager",+39 071 2868935
1922,RE.LE.VI. S.P.A.,www.relevi.it,"Via Postumia N.1 46040 Rodigo, Mantova Italy","Fabrizio Bisagno, Commercial Director ExportCommercial Director ExportGraziella Gibertoni, Brand ManagerBrand Manager",+39 0376 684011
1923,REBUL KOZMETIK SAN. VE TIC. A.S.,www.rebul.com,Asaf Caddesi Akbulut Plaza No:1 Kat:4 Kagithane Seyrantepe 34418 Istanbul Turkey,"Dilek Öykü Günesli, Private Label ExecutivePrivate Label ExecutiveAykut Biltir, Corporate Sales ManagerCorporate Sales Manager",+90 5 366 476 467
1924,RECLA SRL,www.recla.it,Zona Produttiva 2 39028 Silandro Italy,"Arno Welponer, Export ManagerExport ManagerMarie Christin Pichler, MarketingMarketing",+39 0473 737 300
1925,REFRESCO,www.refresco.com,Fascinatio Boulevard 270 3065 WB Rotterdam The Netherlands,"Hans Roelofs, Chief Executive OfficerChief Executive OfficerMaarten Kusters, Managing Director BNLManaging Director BNL",+31 10 440 5100
1926,REGALS DE BRETAGNE,-,7 Rue du Château 44210 Pornic France,"Matthieu Huttepain, CommercialCommercialNatacha Gaulier, Chief Executive Officer and Commercial AssistantChief Executive Officer and Commercial Assistant",+33 2 40 21 13 13
1927,REGILAIT SAS,www.regilait.com,102 RD 906 Saint Belleroche CS 20309 71009 Macon France,"Linda Duchet, Assistante de directionAssistante de directionEmilie Halfon, Chef de zone EuropeChef de zone Europe",+33 3 85 32 74 00
1928,REGINA CON. IOANNIDIS S.A.,www.reginaolives.com,Riga Ferreou Str. 2 57009 Kalochori Greece,"Ilias Galanopoulos-Ioannidis, General ManagerGeneral Manager",+30 2310 751658
1929,REGNOLI,www.regnoli.it,Via San Vitale 42/2 40125 Bologna (BO) Italy,"Rosa Maria Braile, Export OfficeExport OfficeCarlo Zetti, Export ManagerExport Manager",+39 051 222 483
1930,LA REINESE S.R.L.,www.lareinese.com,C.da Saude Snc 82020 Reino Italy,"Antonio Petrone, Sales ManagerSales Manager",+39 3347908121
1931,RELINA LTD.,www.relina.com,4A Paisii Hilendarski Str 2200 Slivnitsa Bulgaria,"Boryana Cholakova, Sales and Digital Marketing ManagerSales and Digital Marketing ManagerRumen Petrov, Chief Executive OfficerChief Executive Officer",+359 879343019
1932,REMIA C.V.,www.remia.com,P.O. Box 10 3734 ZG Den Dolder The Netherlands,"Karel de Rooij, Managing DirectorManaging Director",+31 30 229 7911
1933,RENÉ COFFEE PADS,www.rene.cafe,Dlugosza 11 64-920 Pila Poland,"Marcin Troczynski, General ManagerGeneral ManagerPawel Troczynski, DirectorDirector",+48 67 214 44 14
1934,EL. RENIERIS & CO.,www.renierisoliveoil.gr,"Central Sfakopigadi Branch Korfalonas Kisamos 73400 Chania, Crete Greece","Nikolaos Renieris, Export ManagerExport ManagerAris Renieris, Procurement and Operations ManagerProcurement and Operations Manager",+30 2822 031901
1935,RENOMA ANDRZEJ TRABKA,www.renomaczekolada.pl,Rybnicka 68 44-238 Czerwionka-Leszczyny Poland,"Andrzej Trąbka, OwnerOwner",+48 601 529 541
1936,RFX+CARE INTERNATIONAL A/S,www.rfxcare.com,Bakkegaardsvej 408 3050 Humlebaek Denmark,"Morten Vestergaard, Sales Manager RetailSales Manager RetailThomas Dilling Madsen, Sales ManagerSales Manager",+45 4576 9020
1937,RHUMVELD BALTIC OÜ,www.rhumveld.com/baltic,Vana-Narva Mnt 18d 74114 Maardu Estonia,"Maarja Sisask, Sales ManagerSales Manager",
1938,RIBEREBRO INTEGRAL SA,www.therealgreenfood.com,Pol. Ind. La Llanada s/n 26540 Alfaro Spain,"Alfredo Ruiz, Export ManagerExport ManagerLorenzo Dionis, Export Area ManagerExport Area Manager",+34 941 17 11 50
1939,RI.CA. S.R.L.,www.ancheiochef.it,"Via del Cenacolo, 13 80049 Somma Vesuviana Italy","Cesare Piccolo, Export ManagerExport Manager",
1940,RIDAM CARE B.V.,www.ridam.com,Broekdijk West 18 3621 LV Breukelen The Netherlands,"Brahim Gssime, Sales ManagerSales ManagerCos Vrins, Managing DirectorManaging Director",+31 88 1666200
1941,RIEDEL B.V.,www.riedel.nl,Frankeneng 12 6717 AG Ede The Netherlands,"Wieneke Loohuis, Sales ManagerSales ManagerLaura de Rooij, Office ManagerOffice Manager",+31 31 8675977
1942,HANS RIEGELEIN & SOHN GMBH & CO. KG,www.riegelein.de,Tiembacher Str. 11-13 90556 Cadolzburg Germany,"Peter Riegelein, Managing DirectorManaging DirectorSabine Kurz, Export ManagerExport Manager",+49 9103 505 342
1943,RIGA S.A.,www.riga.fr,41 Avenue de l'Europe 59223 Roncq France,"Margaux Lefebvre, Communication OfficerCommunication Officer",+33 077 001 9851
1944,RIHA WESERGOLD GETRÄNKE GMBH & CO. KG,www.riha-wesergold.de,P.O. Box 1560 31735 Rinteln Germany,"Werner Gerdes, Sales and Marketing Managing DirectorSales and Marketing Managing DirectorErnst Klapwijk, Managing Director`Managing Director`",+49 5751 404 171
1945,RINAMA GMBH,www.rinama.at,Am Regengeißl 1/4 4982 Obernberg Austria,"Richard Scherbaum, Chief Executive OfficerChief Executive Officer",+43 6509274104
1946,RIO-PAK D.O.O.,www.rio-pak.hr,Vinogradska Cesta 2/B/5 35000 Slavonski Brod Croatia,"Mateja Kovac, Quality ManagerQuality ManagerMario Markovic, DirectorDirector",+385 98453503
1947,RIO MINTS & SWEETENERS B.V.,www.sweet-life.com,Europalaan 400 5th Floor 3526 KS Utrecht The Netherlands,"Ben Bekkers, Sales ManagerSales ManagerElmer Maas, General ManagerGeneral Manager",+31 30 251 5052
1948,RISERIA VIGNOLA GIOVANNI SPA,www.risovignola.it,Corso Dante 24 15031 Balzola Italy,"Emanuela Cussino, LawyerLawyerMario Beretta, Sales ManagmentSales Managment",+39 0142 804135
1949,RISO SCOTTI S.P.A.,www.risoscotti.com,Via Angelo Scotti 2 27100 Pavia Italy,"Elena Arcudi, Junior Export Marketing ManagerJunior Export Marketing Manager",+39 0382 5081
1950,RISPO FROZEN FOOD S.R.L,www.risposurgelati.it,"Via Lima, 48 81024 Maddaloni Italy","Cinzia Vigliotta, Marketing DirectorMarketing Director",+39 0823204141
1951,RISPOLI LUIGI & C S.R.L.,www.valledelcilento.com,Via Mazzini 3 84045 Altavilla Silentina Italy,"Natale Rispoli, Chief Executive OfficerChief Executive OfficerAda Pagano Zottola, Export SalesExport Sales",+39 0828 987038
1952,RITO MINTS LTD.,www.ritomints.com,375 Dessureault Quebec G8T 2L8 Trois-Riveres Canada,"Stephane Leclerc, Chief Operating OfficerChief Operating OfficerPeter Nassif, Chief Executive OfficerChief Executive Officer",+1 514 779 315
1953,F.LLI RIVADOSSI SRL,www.tomatto.it,"Via L. Cadorna, 65 25027 Quinzano d'Oglio Italy","Mauro Nossa, SalesSales",+39 030 933 033
1954,RIVIERE S.A.S,www.grouperiviere.fr,Avenue Frédéric Passy 11492 Castelnaudary France,"Sophie Poussard, Euro Export ManagerEuro Export Manager",
1955,RIZZOLI EMANUELLI S.P.A.,www.rizzoliemanuelli.com,Via Emilio Segrè 3a 43122 Parma Italy,"Cinzia Romeo, Export ManagerExport Manager",+39 0521211111
1956,ROCKET POLAND SP. Z O.O.,www.rocketpoland.com/en,Kosciuszki 112-114 Starogard Gdanski Poland,"Igor Wesolowski, Export SpecialistExport SpecialistJanusz Horvath, Export ManagerExport Manager",+48 587 751 221
1957,ROCKLINE INDUSTRIES NETHERLANDS B.V.,www.rocklineind.com,Fokkerstraat 2 3904 KV Veenendaal The Netherlands,"Rogier Ten Brink, Business DevelopmentBusiness DevelopmentWillem van de Weerdhof, Vice President Global TradingVice President Global Trading",+31 318 7070 42
1958,S.A. ROGER & ROGER N.V.,www.rogerandroger.com,Rue de la Bassée 1 7700 Mouscron Belgium,"Yves De Vinck, Chief Executive OfficerChief Executive OfficerHenk Casteele, Commercial Director Private LabelCommercial Director Private Label",+32 56 84 00 30
1959,AB ROKISKIO SURIS,www.rokiskio.com,Pramones str.3 42150 Rokiskis Lithuania,"Laura Statharos, Export ManagerExport ManagerIrmantas Acas, Export ManagerExport Manager",+370 61542949
1960,ROLESKI SP. JAWNA,www.roleski.pl,Ul. Spacerowa 181A 33-113 Zbylitowska Gora Poland,"Dawid Olesiak, Export Sales ExecutiveExport Sales ExecutiveMichal Gardian, Member of Family Council, ProxyMember of Family Council, Proxy",+48 606 355 733
1961,INDUSTRIE ROLLI ALIMENTARI SPA,www.rolli.it,Galleria Bassa dei Magnani 3 43121 Parma Italy,"Giuseppe Rolli, Sales DirectorSales DirectorGianluca Picco, Sales ManagerSales Manager",+39 0521 220650
1962,ROMER VEGAN PRODUCT APS,www.romervegan.dk,Vrinners Bygade 45 8420 Knebel Denmark,"Aksel Rømer, OwnerOwnerNiels Rømer, OwnerOwner",+45 25736481
1963,RONCADIN SPA,www.roncadin.it,Via Monteli 3 33092 Meduno (PN) Italy,"Dario Roncadin, Managing DirectorManaging Director",+39 0427 844 111
1964,RONDO FOOD GMBH & CO. KG,www.rondo-food.de,Magdeburger Strasse 65 47800 Krefeld Germany,"Thilo Kühne, Managing PartnerManaging PartnerRita Viel, International Sales ManagerInternational Sales Manager",+49 2151 44 12 23
1965,ROSA IMPEX LTD.,www.rosaimpex.com,8 Tzar Kaloyan Str. Plovdiv 4000 Plovdiv Bulgaria,"Milena Georgieva, Marketing ManagerMarketing ManagerAtanas Georgiev, Commercial DirectorCommercial Director",+359 32 655 355
1966,ROSMARIN ZRT.,www.rosmarin.hu,Rosmarin 1 6636 Mártély Hungary,"Edit Pappné Rakonczai, Sales ManagerSales ManagerOrsolya Gazos, Sales ManagerSales Manager",+36 62534910
1967,ROVAL S.A.S.,www.roval-cosmetiques.fr,"Rue des Sports, CS 10055 61101 Flers Cedex France","Jean-Louis Roussel, CEOCEOMarion Laporte, Private Label Commercial ManagerPrivate Label Commercial Manager",+33 2 33 62 17 00
1968,ROYAL GREENLAND VERTRIEBS GMBH,www.royalgreenland.de,Otto-Lilienthal-Strasse 23 28199 Bremen Germany,"Steffen Heinrich, International Key Account ManagerInternational Key Account ManagerKai Schwenker, International Account ManagerInternational Account Manager",+49 160 278 40 99
1969,ROYAL SANDERS,www.royalsanders.com,Industriepark Vliedberg 12 5251 RG Vlijmen The Netherlands,"Floor Trommelen, Concept DeveloperConcept DeveloperRene Groen, Managing DirectorManaging Director",+31 73 5187 130
1970,RUBBEREX,www.rubberex.com.my,"LOT 138201, Off 3/4 Mile, Jalan Bercham Kawasan Perindustrian Bercham 31400 Ipoh, Perak Malaysia","Michelle Ma, Assistant General ManagerAssistant General Manager",+60 125 550 833
1971,RUBELLA BEAUTY AD,www.rubella.eu,"20-22 Zlaten Rog Str. , Fl. 7 Office Rubella 1407 Sofia Bulgaria","Tatyana Miteva, Export Sales Manager Private LabelExport Sales Manager Private Label",+359 2 962 74 64
1972,RÜBEZAHL SCHOKOLADEN GMBH,www.rk-schoko.de,Dieselstraße 9 73265 Dettingen-Teck Germany,"Sabine Kurz, Export DirectorExport Director",+49 7021 8088 0
1973,RÜCKER GMBH,www.molkerei-ruecker.de,Egelser Straße 111 26605 Aurich Germany,"Frank Völkner, Sales DirectorSales Director",+49 4941 1706 120
1974,RUF LEBENSMITTELWERK KG,www.ruf.eu,Oldenburger Str. 1 49610 Quakenbrück Germany,"Alexander Trümpler, Vertriebsleiter HandelsmarkenVertriebsleiter HandelsmarkenSarah Mokdad, Key Account Manager HandelsmarkenKey Account Manager Handelsmarken",+49 5431 185 154
1975,RUPAREL FOODS PVT. LTD.,www.rupafood.com,"43, Industrial Plot Opp. T. V. Relay Centre 364290 Mahuva India","Vishal Ruparel, Managing DirectorManaging Director",+91 989 890 8652
1976,RUPA SPOL. S.R.O.,www.rupa.cz/eng,Poslední 8 102 00 Prague 10 Czech Republic,"Aneta Stepankova, Export ManagerExport ManagerCtibor Kačer, Export ManagerExport Manager",+420 272 706 999
1977,RUPP AG,www.rupp.at,Krüzastrasse 8 6912 Hörbranz Austria,"Ramona Kmetic, Team Leader Customer Service InternationalTeam Leader Customer Service International",+43 55738080
1978,RUSHDI FOOD INDUSTRIES LTD.,www.mightysesame.com,Industrial Zone Alon Tavor 1804300 Afula Israel,"Mariano Ben Oren, VP Sales and Business DevelopmentVP Sales and Business DevelopmentMetalya Sivan, Marketing DirectorMarketing Director",
1979,S.I.I.T. S.R.L.,www.siit-it.com,Via Ariosto 50/60 20090 Trezzano Sul Naviglio Italy,"Damiano Loi, International Sales ManagerInternational Sales Manager",+39 02 4843521
1980,SAAREMAA PIIMATÖÖSTUS,www.mosaaremaa.ee,"Pikk 64 93815 Kuressaare, Saare County Estonia","Annika Kõiv, Export and Import ManagerExport and Import ManagerRuta Kallaspoolik, Marketing Manager, PurchaserMarketing Manager, Purchaser",+372 523 40 35
1981,SABA HABIB LTD.,www.exportil.com/manufacturer/saba/,Kibbutz Parod P.O. Box 60 2011000 Kibbutz Parod Israel,"Or Shiron, Export ManagerExport ManagerDoron Frankenstein, Chief Executive OfficerChief Executive Officer",+972 545888999
1982,SABAROT,www.sabarot.com,2 Rue des Perdrix-ZI La Combe 43320 Chaspuzac France,"Vincent Gimet, Export ManagerExport Manager",+33 4 71 08 09 10
1983,SABELLI S.P.A.,www.sabelli.it,Zona Industriale Basso Marino 63100 Ascoli Piceno Italy,"Massimo Di Donato, Export ManagerExport Manager",+39 073630672
1984,F.LLI SACLÀ S.P.A.,www.sacla.com,Piazza Amendola 2 14100 Asti Italy,"Andrea Granato, Export Sales and Marketing DirectorExport Sales and Marketing Director",+39 0141 397 1
1985,SADIE-TOAST,www.sadietoast.be,Ambachtstraat 16 A 8820 Torhout Belgium,"Dieter Callewaert, General ManagerGeneral Manager",+32 51 315939
1986,A/S SÆBY FISKE-INDUSTRI,www.saeby.com,Gyldendalsvej 2-4 9300 Sæby Denmark,"Claus Christensen, Chief Executive OfficerChief Executive OfficerKarsten Kristensen, Sales DirectorSales Director",+45 984 61066
1987,SAFE SPICE A.S.,www.safespice.com.tr,"Ege Serbest Bolgesi, Akcay Cad. Ayfer Sok. No.20 Gaziemir 35410 Izmir Turkey","Efsun Gurel Begisi, Operations MangerOperations Manger",+90 232 251 8741
1988,SAFFRON PACKERS S.L.,www.saffronpackers.com,"Calle Monóvar, 13 03660 Novelda, Alicante Spain","Ana Ceban, Regional Sales ManagerRegional Sales ManagerSergio Fuentes Hernández, Regional Sales ManagerRegional Sales Manager",+34 965 60 27 00
1989,SAGES - SOCIETE AGRO EXPORT SAHEL,www.sages-tunisie.com,Zi - Route De Béni Khalled Km2 Bp: 239 Grombalia 8030 Grombalia Tunisia,"Radhia Boukattaya, Trade ManagerTrade ManagerSelim Boukattaya, Deputy General DirectorDeputy General Director",+216 72214775
1990,SA GIANG IMPORT EXPORT CORP.,www.sagiang.com.vn,"CII-3 Block, Industrial Zone C 100000 Sa Dec Vietnam","Diem Nguyen, Sales ManagerSales Manager",+84 909883056
1991,SAI NUTRITION,www.sai-nutrition.com,283 Avenue des Chasséens ZI Avon 13120 Gardanne France,"Yoanna Berthet, Director of SalesDirector of Sales",+33 6 20 54 16 49
1992,SAKU ÕLLETEHASE AKTSIASELTS,www.saku.ee,Tallinna mnt 2 75501 Saku Estonia,"Margus Masing, Export ManagerExport ManagerJaan Härms, Sales DirectorSales Director",+372 5057805
1993,SALAISON DU HAINAUT SRL,www.chimaytradition.be,Zoning Industriel 22 6464 Baileux Belgium,"Michel Fontinoy, Sales ManagerSales Manager",+32 494 50 34 30
1994,"SALICA INDUSTRIA ALIMENTARIA, S.A.",www.salica.es,"Polígono Landabaso s/n 48370 Bermeo, Bizkaia Spain","Ander Suarez, Export Area ManagerExport Area ManagerJoseba Portillo, Export Area ManagerExport Area Manager",+34 94 688 05 00
1995,SALUD FOODGROUP EUROPE B.V.,www.saludfoodgroup.eu,Wilhelminalaan 63 4905 AT Oosterhout The Netherlands,"Christel Gallé, Marketing and CommunicationsMarketing and Communications",+31 162 492 090
1996,SALUMIFICIO F.LLI COATI S.P.A.,www.salumificiocoati.it,"Via Monti Lessini, 36 37020 Marano di Valpolicella (Verona) Italy","Costanza Manzini, Export ManagerExport ManagerMassimo Zaccari, Sales and Marketing DirectorSales and Marketing Director",+39 0457755265
1997,SALUMIFICIO FRATELLI RIVA S.P.A.,www.fratelliriva.it,Via Gioacchino Rossini 10 23847 Molteno Italy,"Matteo Pezzera, Export ManagerExport Manager",+39 3888191987
1998,SALUMIFICIO LA ROCCA SRL,www.salumificiolarocca.com,Via Caneto 29014 Castell'Arquato Italy,"Eugenio Corvi, Export ManagerExport Manager",+39 0523805139
1999,INDUSTRIA SALUMI SIMONINI SPA,www.isas.it,Via per Modena 176 41014 Castelvetro Italy,"Silvia Simonini, Export ManagerExport Manager",+39 3355437370
2000,SALVE GLOBAL,www.salveglobal.com,Kisikli Mah. Alemdag Cad. Masaldan Is Merkezi G-1 34692 Uskudar Turkey,"Aytaç Sütcü, General ManagerGeneral ManagerCem Bursali, CoordinatorCoordinator",+90 2167061696
2001,SALVEST LTD.,www.salvest.ee,Aruküla tee 3 51017 Tartu Estonia,"Marek Viilol, Sales DirectorSales DirectorDavid Dzaganija, Export Sales ManagerExport Sales Manager",+372 740 8600
2002,SALVIANI S.R.L.,www.salvianisrl.it,"Via di Fonte Canoro Km 5,370 00024 Castel Madama Italy","Serena Cascini, Marketing ManagerMarketing Manager",+39 0774448430
2003,SALZBURGMILCH GMBH,www.milch.com,Milchstraße 1 5020 Salzburg Austria,"Andreas Gasteiger, General ManagerGeneral ManagerChristian Wiener, Head of ExportHead of Export",+43 662 2455
2004,"SAMHAE COMMERCIAL CO., LTD",www.samhae.co.kr,"A-1405, H business Park, 25, Beobwon Ro 11-Gil, Songpa-Gu 05836 Seoul South Korea","Irene Chung, ManagerManager",+82 24312411
2005,SA MINERA CATALANO ARAGONESA,www.originiafoods.com,"Calle Carretera 18 44547 Ariño, Teruel Spain","Juan Izquierdo, Marketing ManagerMarketing Manager",+34 649 104 646
2006,SANAPLUS KFT. DIV. OF PEZ AG,www.sanaplus.com,Pez-Haas út 1. 9241 Jánossomorja Hungary,"Erika Kovács, Sales ManagerSales Manager",+36 96 565 114
2007,SALUMIFICIO SAN CARLO SPA,www.lepancettesancarlo.it,Località San Pellegrino 310-310/A 29010 Ziano Piacentino (PC) Italy,"Jean Pierre Ayad, Export ManagerExport ManagerAnna Muselli, General ManagerGeneral Manager",+39 0523 863865
2008,"SANCHIS MIRA, S.A.",www.antiuxixona.com,"Poligono Ind. Segorb, C/ Joan Fuster sn C/ Joan Fuster sn 03100 Jijona Spain","César Soler, PresidentPresidentMaarten Stallaert, Almonds SalesAlmonds Sales",+34 965610400
2009,SANDERSTROTHMANN GMBH,www.sanderstrothmann.de,Brüsseler Straße 2 49124 Georgsmarienhütte Germany,"Felix Hoffmann, Team Lead Division International RetailTeam Lead Division International RetailMarco Tiemeyer, International Key Account ManagerInternational Key Account Manager",+49 5401 8363 0
2010,"SANICEN, S.A.U.",www.sanicen.com,Velázquez SN 45511 Huecas Spain,"Carlos Tenorio, DirectorDirector",+34 925784459
2011,SANITARS S.P.A.,www.sanitars.it,Via E. Fermi 6/10 25020 Flero (Brescia) Italy,"Luigi Lorenzotti, Managing DirectorManaging DirectorPatrizia Poli, Sales ManagerSales Manager",+39 0302680288
2012,SALUMIFICIO SAN MICHELE SPA,www.san-michele.it,Via Pallavicina 11 26010 Offanengo (CR) Italy,"Daniele Cremonesi, Direttore GeneraleDirettore GeneraleLuisa Donati, CommercialCommercial",+39 0373 244800
2013,SANNY SRL,www.sannysrl.it,Via Pontina Vecchia Km. 35 0040 Ardea Rome Italy,"Antonella Bianchi, International Business DeveloperInternational Business DeveloperLaura Francescangeli, OwnerOwner",+39 069147467
2014,SANORICE HOLDING BV,www.sanorice.com,Wageningselaan 6 3903 LA Veenendaal The Netherlands,"Gert Hendriksen, Commercial DirectorCommercial DirectorAna Jiménez, New Business Development ManagerNew Business Development Manager",+31 318 544 840
2015,SAN PEDRO FOODS,www.sanpedrofoods.com,Hanepoel 78 2136 NL Zwaanshoek The Netherlands,"Veselina Stojanovic, Managing DirectorManaging Director",+31 23 584 7296
2016,CASA SANTIVERI S.L.,www.santiveri.es,C/ Encuny 8 08038 Barcelona Spain,"Javier Pérez, Export Area ManagerExport Area ManagerMarina Masdeu, Supply Chain ManagerSupply Chain Manager",+34 93 2986812
2017,SAPIDUM D.O.O.,www.sapidum.eu,Resljeva ulica 18 3000 Celje Slovenia,"Borut Beltram, Chief Operating OfficerChief Operating OfficerKlaudija Curk Skale, Managing DirectorManaging Director",+386 31 343 562
2018,SAPRO TEMIZLIK URUNLERI SAN. VE TIC.AS,www.sapro.com.tr,"Ortakoy Mah. Ilter Bulvari No: 27 34592 Ortakoy-Silivri, Istanbul Turkey","Yalgin Ornek, Export Regional Marketing and Sales DirectorExport Regional Marketing and Sales DirectorEray Akgun, Account ManagerAccount Manager",+90 212 734 38 08
2019,SAQUELLA 1856 SRL,www.saquella.it,Strada Vicinale Torretta 24 65128 Pescara Italy,"Dario Nucci, Manager of SalesManager of Sales",+39 085432171
2020,SARAN ÖZGÜLİSTAN KOZMETİK KİMYA TEKSTIL,www.sarankozmetik.com,"Cali Mahallesi, Cali Sanayi bolgesi Geyveli Cadde No36 16110 Nilufer Bursa Turkey","Ozge Ogutcu, Board MemberBoard MemberEren Ogutcu, Board MemberBoard Member",+90 5337485364
2021,SARAY BISKUVI A.S.,www.saraybiskuvi.com.tr,Osmangazi Mh. Yildizhan Cd. Kose Sk. No:4 34887 Istanbul Turkey,"Mehmet Kemal Aktas, Regional ManagerRegional ManagerUlvi Yildirim, Export ManagerExport Manager",+90 216 311 0067
2022,LABORATOIRES SARBEC,www.sarbec.com,10 rue du Vertuquet 59 960 Neuville en Ferrain France,"Cloé Bailleul, Category Manager Private LabelsCategory Manager Private LabelsJulie Lambert, Private Label Sales ManagerPrivate Label Sales Manager",+33 3 20 69 26 26
2023,SARL SOBCO,www.palmaryfood.com,Zone Industrielle Lot N°29 Kherouba Boudouaou 35000 Boumerdes Algeria,"Ramzi Boumezber, Marketing ManagerMarketing ManagerMahmoud Fouchal, Export ManagerExport Manager",+213 560 998 776
2024,SARUHAN KIMYA VE TEMIZLIK ÜRÜNLERI SANAYI VE TICARET A.S.,www.saruhankimya.com,"Halkali Merkez mah. Basin Ekspres Cad. No:39 Kücükcekmece 34303 Halkali, Istanbul Turkey","Onur Eltas, Export Speacialist AsisstantExport Speacialist AsisstantYigitan Turkmen, Export Area ManagerExport Area Manager",+90 212 698 0777
2025,SAS N.V.,www.sas-koffie.be,Dennenlaan 10 2340 Beerse Belgium,"Dominic Sas, Sales DirectorSales Director",+32 14 61 12 00
2026,SAUCECOMPANY B.V.,www.saucecompany.nl,Voltstraat 22 5753 RL Deurne The Netherlands,"Patrick van de Mortel, DirectorDirectorDennis de Wilde, Commercial ManagerCommercial Manager",+31 493 319 191
2027,SAUELS FRISCHE WURST GMBH FLEISCHWAREN & CO. KG,www.sauels.de,Teilmansfeld 6 47906 Kempen Germany,"Martin Fröhlich, Managing DirectorManaging DirectorMarc Sauels, Managing DirectorManaging Director",+49 2845 800 0
2028,SAVIMEX,www.savimex.bg,"281, Vladislav Varnenchik bul. 9000 Varna Bulgaria","Danko Savov, ManagerManager",+359 885 203 377
2029,SAVONNERIE DE L'ATLANTIQUE,www.savon-atlantique.com,1 Rue Des Chevaliers 44400 Reze France,"Patrick Dailly, Chief Executive OfficerChief Executive OfficerMorgan Parrin, Export ManagerExport Manager",+33 240 13 50 50
2030,SAWEX FOODS SP. Z O.O.,www.sawexfoods.pl/en,Wiertnicza 70 02-952 Warszawa Poland,"Karolina Kaźmierowicz, Export DirectorExport Director",+48 690 412 577
2031,SBS BILIMSEL BIO ÇÖZÜMLER SAN. VE TIC. A.Ş.,www.beeandyou.eu,Osmangazi Mah. Ziya Sokak No:4 Sancaktepe 34885 İstanbul Turkey,"Yasin Aksoy, Export ManagerExport ManagerBoutheina Hamida, Export Area ExecutiveExport Area Executive",+90 5453574521
2032,SCAMPA N.P.T.,www.scampa.eu,Business Park Scampa 13050 Drenas Kosovo,"Gezim Sokoli, Chief Operating OfficerChief Operating OfficerKujtim Gjevori, Chief Executive OfficerChief Executive Officer",+383 458 880 01
2033,AS SCANOLA BALTIC,www.scanolabaltic.ee,"Painküla, Jõgeva Municipality 48422 Jõgevamaa County Estonia","Alo Süvari, Sales DirectorSales DirectorMikk Johanson, Sales ManagerSales Manager",+372 776 8222
2034,SCHALK MÜHLE GMBH & CO KG,www.schalk-muehle.at,Kalsdorf 18 8262 Ilz Austria,"Franz Schalk, OwnerOwnerHarald Gumhold, Sales ManagerSales Manager",+43 3385 312
2035,SCHAPFENMÜHLE GMBH & CO. KG,www.schapfenmuehle.de,Franzenhauserweg 21 89081 Ulm Germany,"Uwe Dettinger, Sales Manager RetailSales Manager RetailChristian Faul, Sales Manager Industry, Bulk CustomersSales Manager Industry, Bulk Customers",+49 731 96746 0
2036,SCHIRMER KAFFEE GMBH,www.schirmer-kaffee.de,Hesslingsweg 28 45731 Dortmund Germany,"Sabine Schmidt-Röhl, General Sales Manager ExportGeneral Sales Manager ExportMichael Zbinden, Key Account ManagerKey Account Manager",+49 231 557 188 0
2037,SCHLUCKWERDER GMBH,www.schluckwerder.de,Bültenweg 19 21365 Adendorf Germany,"Jens Klausen, Export DirectorExport DirectorJens Heinemann, VertriebVertrieb",+49 4131 29 89 0
2038,SCHMEES GMBH,www.schmees-kosmetik.de,Am Bahnhof 74 27239 Twistringen Germany,"Knut Schmees, Managing DirectorManaging DirectorKrastio Dongov, Marketing, Distribution and Commodity PurchaseMarketing, Distribution and Commodity Purchase",+49 4243 411 0
2039,CHARCUTERIE PIERRE SCHMIDT,www.pierre-schmidt.fr,3 Rue du Ried 67720 Weyersheim France,"Céline Ventura, Export Sales ManagerExport Sales Manager",+33 3 88 69 24 24
2040,SCHNE-FROST ERNST SCHNETKAMP GMBH & CO. KG,www.schne-frost.de,Vinner Weg 3 49624 Löningen Germany,"Torsten Neumann, Sales Manager, Authorised RepresentativeSales Manager, Authorised RepresentativeSabine Ahrens, Sales Manager Retail, DiscountSales Manager Retail, Discount",+49 5432 9481 0
2041,SCHOKO-DRAGEE GMBH,www.schoko-dragee.de,Am Böwing 12 46414 Rhede Germany,"Jean Tillmann, Sales DirectorSales DirectorAnna Wilting, Sales ManagerSales Manager",+49 2872 9486 19
