,Company Name,Located,Comapany Website,Details
608,NW Labs ,D145 Italy,https://www.naturaliatantum.com/,Italian food supplements manufacturer
609,NYL Laboratories srl ,M20 Italy,https://www.nyl-lab.com/,"We are in the nutraceutical and cosmetic area since 1974, producing and selling several brands. Our keywords are: QUALITY, INNOVATION and UNBEATABLE PRICES!"
610,O.M.A.R. SRL ,Italy,-,-
611,Obeck Verpackungen GmbH ,N60 Germany,http://www.obeck.eu/,"Obeck Verpackungen GmbH is a medium-sized family-run business. The company was founded in 2005 in Sonneberg, Thuringia. The founders of Obeck have decades of experience in manufacture and marketing of plastic packaging, as well as the design and construction of new tools. Together with an advanced knowledge these form the pillars of the excellent quality produced by Obeck.We produce high-quality PET packaging. Our assortment ranges from various models of PET jars and bottles from 30 ml to 10 l to the corresponding closures."
612,OMEGA PHARMA S.R.L. ,P45 Italy,https://shop.omegapharmasrl.com/,Omega Pharma is an Italian nutraceutical company founded in 1995. It was among the first Italian companies to introduce Nutraceuticals to Doctors. We offer Food Supplements backed by scientific rationale. Most of our products have clinical trials and have been developed paying attention to the proper concentration and bioavailability of the active ingredients.
613,OmniActive Health Technologies Ltd. ,K40 United States of America,http://https://omniactives.com/,"Established in 2005, OmniActive seeks to improve lives through innovative science and natural health solutions. OmniActive’s product portfolio consists of scientifically validated, IP-protected, branded Specialty Actives and an extensive line of natural Botanical Actives for global customers in the dietary supplement, functional food, and beverage markets.The Company’s leading brands include Lutemax 2020, Lutemax Free Lutein and Lutein Esters, Lutemax Skinglo, Capsimax, Curcuwin, Ultrasol Curcumin, enXtra, Gingever, Nutritears, Xtenergy, and Omnixan. OmniActive partners with customers through its sales and distribution networks in key markets worldwide, supported by three global R&D centers and best-in-class production facilities throughout India. The Company has offices in Mumbai, India and Morristown, New Jersey."
614,Omya (Schweiz) AG ,M21 Switzerland,https://pharma-nutra.omya.com/,"Omya is a leading global producer of industrial minerals – mainly derived from calcium carbonate, dolomite and perlite – and a worldwide distributor of specialty ingredients. Founded in 1884 in Switzerland, Omya has a global presence extending to more than 160 locations in over 50 countries with 9,000 employees. Omya in Consumer Goods offers innovative solutions based on high purity natural minerals and complementary ingredients in pharma- and nutraceuticals, personal care, food, home care and pet care."
615,Omya International AG ,Switzerland,-,-
616,Orzax ,O60 Turkey,http://www.orzax.com,"Orzax was established in 2004 with the gathering of pharmacists, physicians and investors with professional knowledge and experience. We offer more than 450 products under 7 brands with additive-free and natural ingredients to enhance human health on the way we started with the motto of “Gift to Health”."
617,Packom International Doo ,N220 United Kingdom,-,-
618,Paradise Fruits Health GmbH ,N198 Germany,-,-
619,PB Leiner ,B104 Belgium,http://www.pbleiner.com,"We are one of the world’s leading producers of high quality gelatins and collagen peptides. We have a global presence in terms of both our plants and sales support. In all our efforts, we strive to be the Clear Solution for our customers. Today, we supply a growing market in food, pharma, health nutrition and technical applications. And we are far from done. Apart from the obvious functional and health benefits of gelatin and collagen peptides, their production also has an inherent upcycling - and for some aspects even circular - quality: we upcycle a raw material that might otherwise simply have been discarded. In that sense, our products have an important role to play in today’s world. We pursue outstanding quality and choice, as well as smooth delivery. And possibly most important of all, our customers can count on our support team. Knowledgeable and approachable, they will help you determine the solution that works for you."
620,Pedorifamp ,H70D Portugal,http://www.pediabest.com,"Pedorifamp is a leading food supplement company in Europe with different lines of products for kids and adults in different brand names including:- Pediabest (www.pediabest.com): 10 products [5 Syrups / 5 Drops]- Lipoiron (www.lipoiron.com): 4 products [1 syrup, 1 drop, 1 capsule, 1 gummy; all LIPOSOMAL]- Oairy (www.oairy.com): 2 INNOVATIVE products (Capsule in Capsule Technology) [1 for air pollution, 1 for Cigarette Smokers]- Gumellow (www.gumellow.com): 4 products (Energy, Hair&Skin, Iron, Multivitamin]"
621,PEPSWORK ,France,-,-
622,"Pfannenschmidt GmbH, K.-W. ",I129 Germany,http://www.pfannenschmidt.de,"K.-W. Pfannenschmidt GmbH is a supplier of natural substances for use in dietary supplements, food products, cosmetics and pharmaceuticals. More than 400 health food ingredients are carried in stock. The company holds a pharmaceutical GMP manufacturing license, and is certified according to FSSC 22000, ABCert Organic (Code No. DE-ÖKO-006), Halal and Kosher. Additionally we are registered as supplier for feed additives in accordance with 183/2005 (EEC)."
623,pharm&med SIA ,G180 Latvia,http://lyl.eu,LYL love your life® offers extensive range of high-quality supplements and health – related products designed to address the nutritional needs of anyone at any life stage.
624,Pharma & Beauty Montélimar / Laboratoires M.Richard ,N82 France,https://p-b-group.com/,"Pharma And beauty group is a French CMO with 6 plants that produce private label Food supplements in dry or liquid forms, pharmaceuticals products and Cosmetics.Fueled by innovation, we can assist you from the product idea to the market launch."
625,Pharma Base S.A. ,B51 Switzerland,http://www.pharmabase.com,"Pharma Base S.A. is a supplier of nutritional ingredients featuring:HIMABERB™: Clinically studied berberine ingredient for blood sugar and blood lipid healthmicellon®: Line of clean, solubilized actives to aid absorptionFlonules™: Herbal extract granules for easy encapsulation and tabletingLuteActiv™ and Puratom™: Fully traceable lutein and lycopene from India"
626,Pharma Marine As ,J170M Norway,http://www.codmarine.com,"Pharma Marine is proud to be offering superior quality omega-3 products which are sustainable and traceable. Our team of industry pioneers and experts use their knowledge to provide you with unique omega-3 concepts. As part of our flexibility we offer our products in bottles, sachets and bulk.Omega-3 so good it can even be used in food!"
627,PHARMACTIVE BIOTECH PRODUCTS S.L.U ,I112 Spain,https://www.affronsaffron.com/,"Pharmactive Biotech Products, S.L.U. is a privately-owned Spanish company that develops, and manufactures differentiated natural ingredients supported by scientific evidence. Pharmactive makes these innovative ingredients available to other companies in the Nutraceutical, Pharmaceutical and Veterinary Industries for marketing/distribution."
628,"Pharmactive Biotech Products, S.L. ",Spain,-,-
629,PharmaHemp d.o.o. ,A94 Slovenia,https://pharma-hemp.com/,"PharmaHemp is a European research and technology-oriented company offering a variety of raw materials, bulk solutions and final products that are based on hemp (Cannabis sativa L.). Our productionstory started back in 2012 when we produced one of the first hemp extracts in Europe. We fulfil all the needs of this ever evolving CBD industry, which has already expanded into areas such as cosmetics, nutrition and medicinal products by providing:• a diverse portfolio of bulk products rich in cannabidiol (CBD), cannabinol (CBN), cannabigerol (CBG) and other phytocannabinoids,• flexible and custom packaging options,• strong technological support,• international compliance documentation,• quality assurance of every production batch,• on-time delivery to any location around the world."
630,Pharmalinea Ltd. ,L102 Slovenia,http://pharmalinea.com/,"PharmaLinea develops and manufactures clinically supported private label food supplements, fit for best-quality brands and promotion through medical detailing. Our most successful clients, from global groups such as Stada or Teva, consistently achieve growing sales because our products provide them with differentiation and the accompanying clinical evidence convinces doctors and pharmacists. We are part of the Vitafoods Steering Committee and recipients of a NutraIngredients Award, as well as several awards for product taste. Our partners value our service because we consult them every step of the way and ensure all they have to focus on is the B2C segment of their business. We are experienced in markets worldwide, with presence in over 40 countries in Europe, CIS, Middle East, Southeast Asia, and North America.We deliver cutting-edge food supplements manufactured with your packaging design, ready to launch in your market. Our portfolio of developed product lines carries the added value of years of research & development, stability studies, and clinical support. Our products are always based on branded and clinically studied ingredients and we have a growing number of clinical trials on our finished products.Indications, covered by our products, include iron deficiency, immunity, prenatal, urinary tract, stress, sleep, fertility, cardiovascular, bones & joints, digestive, and eye health. Differentiation and consumer retention are enabled by delivery forms, such as syrups, drops, sachets, sprays, direct sticks, capsules, tablets, and softgels. Several of our products have achieved market-leading positions."
631,PHARMAMARINE AS ,United States of America,-,-
632,Pharmanager Group ,I143 France,https://www.pharmanager.com,"Pharmanager is a group composed of:- Pharmanager development : scientific and regulatory consulting (Food supplements registration, Novel food dossiers, cosmetic, health claims dossiers, CTD dossier)- Pharmanager ingredients : quality ingredients supplier (herbs, botanicals extracts, bee products and marine extracts) and support in product development projects"
633,Pharmavit ,H160 United Kingdom,-,-
634,Pharmavita ,O27 United Kingdom,-,-
635,PHARMAXIMA SRL ,H257 Italy,http://www.pharmaxima.it,"Founded in 2016, Pharmaxima wants to establish itself on the market as an innovative developer and manufacturer of Food Supplements, Medical Devices and Food for Special Medical Purposes.The Company stands on the thirty years experience and know-how in nutrition of the founders and offers to the customers a very comprehensive products and technologies portfolio, while continuing the research and innovation of ingredients and processes.Pharmaxima manufactures its producs in the recently built and GMP state of the art plant in Trezzano S.N. (MI) Italy.To assure the quality and the safety of the products, Pharmaxima was granted with the certifiications ISO-9001, ISO-13485, Good Manufacturing Practices and Halal compliance."
636,PHARMEXTRACTA SPA ,O82 Italy,https://www.crispact.it/,"PharmExtracta S.p.A operates within two main key areas:Nutraceuticals and Botanicals, optimizing the pharmacological and clinical yield of nutraceuticals and highly standardized botanicals by using the utmost modern pharmaceutical technologiesProbiotics, reflecting the deep knowledge of the microbiota and its influence on the host’s state of health. The study of the characteristics of each bacterium employed has allowed the formulation of probiotics that perform organ-specific actionPharmExtracta S.p.A promotes medical information activities throughout the Italian territory with a capillary network of over 100 medical and scientific representatives, who are constantly updated to ensure the best support to Health Care Professionals.We believe in continuous medical updating internally, for our company people, and externally delivering specific trainings and events for Health Care Professionals who are interested in deepening their knowledge in the field of Phytotherapy, Probiotics and Nutraceuticals. This approach allows to constantly create synergy between science and clinical practice."
637,Phosphotech ,K135 France,-,-
638,Phyteo Laboratoire ,G110 France,https://www.herbarom-laboratoire.com/en/,Phytéo Laboratoire is specialized in food supplement processing - including dry and liquid forms - made in France. Thanks to our R&D team - as far as our a great expertise of regulations - we can support you in formulation as far as tailor-made finished products development and manufacturing.
639,Phytoiberia ,Spain,-,-
640,PiLeJe Industrie ,B40 France,https://pileje-industrie.fr/,"PiLeJe Industrie is a French leading contract developer and manufacturer for nutraceuticals in dry forms (capsules, tablets, sachets).We have 3 fields of expertise for more than 35 years : botanicals, micronutrition and probiotics.Under a confidentiality agreement, our core business is dedicated to the formulation, the development, the manufacturing and the packaging of dry nutraceutical products.We basically offer 2 full-service options : tailor-made developing based on our client brief or private label solutions."
641,Pizeta Pharma SPA ,United Kingdom,-,-
642,Pizeta Pharma SPA ,Italy,https://www.pizetapharma.com/,"Pizeta Pharma S.p.A. is a pharmaceutical company established in 2010 in Perugia, in the centre of Italy.We are the distributor and the brand owner of our patented and innovative formulations, made by third parties certificated CMO and we have only MADE IN ITALY products!Therapeutic areas covered are Gynaecology (Woman’s Health), ophthalmology, cardiovascular, pediatric and dermatology.We offer the possibility to take in-licensing and distributes in exclusivity Medical Devices (Class IIA), food supplements, food for special medical purposes and dermo-cosmetics.Our partners can have their customized layout and private label.We have the quality system certification DNV-GL ISO 9001:2015"
643,Plameca (Plantas Medicinales y Complementos Alimenticios SA ,N210 Spain,https://www.plameca.com/en/,"MORE THAN 35 YEARS COMMITTED TO YOUR NATURAL WELLBEINGLaboratory and distributors of food supplements and medicinal plants, founded in 1984 in Barcelona.Plameca was established in Barcelona back in 1984 with a great mission: offering solutions for your natural wellbeing.At Plameca we care about you and follow the highest European quality standards to develop safe, innovative and effective products.Offering over a hundred medicinal plants and more than 100 Food Supplements, we select the best ingredients for our formulas, such as turmeric, aloe, melatonin, vitamins and minerals among others.And we achieve all that thanks to your support, to a great team of employees that with their professionality conform today’s Plameca and to our daily and enthusiastic effort to improve the quality of life of the people.Take care of yourself with the most innovative product line and professional advice to improve yours and your beloved one’s quality of life.Plameca, committed to your natural wellbeing since 1984."
644,PlantaCorp GmbH ,L180 Germany,http://plantacorp.com/,"PlantaCorp is an innovative and modern liposome manufacturing company founded in 2015 in Hamburg, Germany. Our main goal is to deliver high-quality liposomal products to business customers worldwide.At PlantaCorp, we aim to create a new perspective on food supplements by making our unique liposomal technology available to everyone.Our innovative R&D department, highly-skilled experts, and our unique production technology enable us to go on a mission to create the future of the food supplement industry.What makes us Different:•ISO 22000 standard and GMP – certified.•Modern and unique production facility in Germany.•We develop and maintain our own unique production machines.•Continuous innovation through our R&D department.•Our own scientific studies."
645,Plantex ,J90 France,-,-
646,PLT Health Solutions ,G135 United States of America,https://www.plthealth.com,"PLT is a trusted discoverer, developer, and marketer of high-quality, scientifically-supported ingredients that enhance health and functionality.PLT Health Solutions is a discoverer, developer, and marketer of high-quality, scientifically-supported ingredient solutions for the natural products, food & beverage and cosmeceuticals markets. Our goal is to bring innovative and impactful solutions that help our consumer products customers develop new concepts, new products and grow successful brands. An important part of our ability to serve our customers is our network of global strategic partnerships."
647,PLT Health Solutions ,United Kingdom,-,-
648,Pluripac GmbH ,M115 Germany,http://www.pluripac.de,"Welcome to Pluripac GmbHCONTRACT MANUFACTURING since 2008Pluripac GmbH is a family company from Saxony,Germany. We have been manufacturing specialproducts for the food industry since 2008.In our factory we have a wide range of options forproduct implementation. Many years of experienceand modern production facilities offer you, our valuedcustomer, the best conditions for you private labelproduction.WE LOOK FORWARD TO COOPERATION."
649,Polaris ,J54 France,http://https://www.polaris.fr/en/,"Sustainable Omega-3 solutions made in France, rich in EPA and DHA, from microalgae."
650,Polipack P.P.H.U. ,J241 Poland,https://www.polipack.com.pl/,"The POLIPACK company is specializing in the manufacture of high quality PP, PE and PET packaging for cosmetics, pharmaceuticals, dietary supplements, food and tobacco. POLIPACK products are characterized by modern design, perfect decoration, functionality and safety of use. The company's management focuses on investments in innovation, implementing Industry 4.0 solutions, inspires ecologically and at the same time ensures that the development of the business is carried out in a sustainable manner. Polipack conducts a relationship policy towards business partners and employees based on family values such as: respect and credibility. "
651,Polski Lek Sp z o.o. ,L220 Poland,-,-
652,Pont Packaging BV ,H210 Netherlands,https://mygreenpackaging.com/,"Pont Packaging, we develop and patent bespoke packaging solutions in glass or plastics for applications in the Food & Beverage, Vitamins & Sport nutrition, Chemical, OTC / Pharma, Personal care and Pet care markets"
653,Pouch Alliance BV ,L140 Netherlands,http://www.pouchalliance.com,"Pouch Alliance develops, mixes and fills liquids in flexible packaging. We develop liquid food supplements and many sports nutrition products such as energy gels, isotonic gels, protein gels, pre-workout formulations, etc."
654,Primex Iceland ,J100 Iceland,http://www.chitocare.is,"Primex Iceland is an Icelandic marine biotech company and a global leader in sustainable production of high quality chitosan. Primex markets products under the brand names ChitoCare®, ChitoClear® and LipoSan Ultra® and SeaKlear®.Primex provides chitosan from the pure source of the North Atlantic ocean where the shrimp shells of Pandalus borealis is the key ingredient in our products."
655,Prinova ,Germany,-,-
656,Prinova Europe Limited ,G40 United Kingdom,http://www.prinovaglobal.com/eu/en,"Prinova is a leading global supplier of ingredients, premix manufacturing and product development solutions for the food, beverage and nutrition industries. Prinova holds strategic stocks in 35+ distribution centres around the world to ensure continuity of supply and has liquid and dry premix manufacturing facilities in the UK, China and the USA. Prinova's premix business is underpinned with over 40 years of experience in ingredient sourcing and distribution, servicing their customers with global inventories, market expertise and leading market positions in Vitamins, Amino Acids, Sweeteners, Preservatives, Proteins, Aroma Chemicals and more."
657,Pro-Ven Probiotics ,M140 United Kingdom,https://lab4probiotics.co.uk/,"Research is at the heart of both the Cultech and ProVen Probiotics operations and the company employs a large team of scientists and researchers. It has had studies published in more than 75 peer-reviewed publications and funded 16 PhDs, establishing an evidence base of health benefits to support its products.ProVen Probiotics is part of Cultech Ltd, a bioscience company based in South Wales in the UK and a world-leading supplement manufacturer, which specialises in probiotics production.Cultech is also owned and managed by Dr Plummer and is internationally renowned as an expert in probiotic bacteria and approved to make probiotics as medicines – the company is also BRC approved, has ISO9000 and MHRA accreditations and is audited to cGMP (current Good Manufacturing Processes) by the FDA in the USA.."
658,Probi AB ,I217 Sweden,http://probi.com,"Probi® is a global company focused exclusively on researching, manufacturing, and delivering probiotics for supplements and functional food. We are experts at managing stable, live bacteria from R&D through every stage of the manufacturing process, and are dedicated to making the health-enhancing benefits of probiotics available to people everywhere. Our health concepts, formulations, and formats are supported by robust clinical documentation. Since our founding in 1991 at Sweden’s Lund University, Probi has expanded its operations to more than 40 markets. We hold more than 400 patents globally."
659,Probionova ,Switzerland,http://www.probionova.com,"We are a young company on the rise in the international panorama of research and development on the human microbiome and we pursue a great dream: to contribute decisively to the improvement of human happiness and health through the enhancement of new applications related to the world of probiotics.We focus on the power of preventive medicine, placing an emphasis on precision integration, taking probiotics to the next level, targeting and specializing them more and more towards the therapeutic areas of interest.Supply of single probiotic strains, designed and characterized with a dossier of effectiveness, biosecurity and stability.Supply of premixes defined on the basis of the application of interest and formulative needs.Development of unique and customizable solutions starting from the scientific rationale on the field, following the entire product development and registration process until clinical validation."
660,Probiotical ,F110 Italy,https://landing.probiotical.com/,"Probiotical is an Italian-based company focused on the probiotic field, with core business in Europe, North America, LATAM and APAC.Probiotical originated in 1985 from ALCE, Italian leading company in the production of lactic acid bacteria for the dairy industry.The manufacturing plant is the first worldwide designed exclusively for the research and production of probiotic microorganisms, with a 100% in-house manufacturing cycle from concept design to final production.With more than 70 strains in production, Probiotical offers a broad portfolio of allergen-free, lyophilized or microencapsulated strains as ingredients or finished products, supported by extensive characterization and clinical studies."
661,Procemsa ,United Kingdom,-,-
662,Proderma AG ,K238 Switzerland,-,-
663,Prodigest ,J246 Belgium,http://www.prodigest.eu/,"We are a dynamic pre-clinical CRO offering the best-in-class in vitro simulations of the gastrointestinal tract to the food, functional food, feed and pharma industry.We offer a broad range of solutions for in vitro simulation of the gastrointestinal tract. Our technology platforms cover the physiology of the upper gastrointestinal tract, the physiology and the microbiology of the lower gastrointestinal tract and the microbiome-host interactions, and range from high-throughput screenings (Colon-on-a-plate®) to in-depth simulation of the long-term impact using the SHIME®.By sharing our expertise and using our technology platforms, we assist your product development by building up essential know-how in the field of gastrointestinal transit, digestion, bioaccessibility, bioavailability, targeted delivery, drug dissolution, metabolism, microbial fermentation activity, ileal and colonic microbiome, gut barrier integrity, inflammation, immunomodulation and efficacy of probiotics, prebiotics, functional ingredients and pharmaceuticals, in relation to their fate and function in the body.Recently we expanded our scope with a new business unit, MetaKey®, completely dedicated to metabolomics. In addition to classical UHPLC-HRMS-based untargeted and targeted metabolomics services, MetaKey® offers an innovative LA-REIMS platform for screening based on metabolic fingerprinting, which enables a high throughput at an affordable cost. Applications include analysis of any kind of matrix, but with a particular focus on microbial metabolism and interactions of microbiota with the human body.A strong team, the desire to innovate and our customers’ satisfaction are at the core of our DNA. Our long-standing expertise and tailor-made solutions support your research from early phases to the final stages of product development. Our long-standing experience and expertise in studying the gastrointestinal processes at your service!"
664,"Productos Aditivos, S.A. ",A48 Spain,http://www.kemtia.com/es/,"Productos Aditivos was founded in 1929 in Barcelona, as a producer of saccharin and chloroform. Soon after the company started to evolve into what it is today: the sole European producer of saccharin and cyclamate, being the preferred partner for a large number of companies in the high-end of the food market and the pharmaceutical industry, throughout more than 60 countries.During the last decade Productos Aditivos entered in several new ventures, with the production of Fortification Premixes, Polisucra® Sweetener-blends and Flavours. In all these fields we take advantage of our profound knowledge in R&D, Production, QC and Quality Assurance. Over 80 years of close cooperation with a wide range of companies throughout different industries, give us a solid background to offer significant added value also with these business lines.Design, produce and sell excipients and food additives of best quality, applying the highest safety standards to safe-guard the well-being of the final consumer, our clients, our workers and the society in general.Being a reliable supplier, regarding product quality and service, as well as any other compromise towards our clients.Continuously improve the satisfaction of our clients, supplying products of high quality with best service at optimum price, in order to improve their benefit.Being a reliable partner for our partners, clients as well as suppliers, always trying to obtain maximum benefit for all parties to assure continuity of business. Satisfaction of workers, with training, information and acknowledgement.Develop all activities of the company with the maximum respect for the society in general, especially regarding the environment, minimizing or eliminating any impact our activities could have."
665,Progress Biotech Bv ,D156 Netherlands,http://healthdha.com,"The first company certified for organic, plant based DHA oil for food and infant formula.High quality biotech products originating from the algae species Schizochytrium. High DHA colorless, flavorless and odorless algal oil. Mechanically extracted from biomass. Produced under ISO 22000 and EU Novel Food. Made in Europe. Concentrations up to 80% DHA for application in food, nutraceuticals and Infant Formula. Top quality encapsulates."
666,Propharminn sp. z.o.o ,Poland Pavilion Poland,-,-
667,ProRelix Research ,India,http://www.prorelixresearch.com,Clinical Research Organization
668,ProRelix Research LLC ,D135 United States of America,http://www.prorelixresearch.com,"Overview of ProRelix ResearchSince 2014 ProRelix Research has been supporting our clients with outstanding clinical research services. The successful growth of ProRelix Research has been achieved by putting high quality and client focus at the heart of everything we do.We leverage our experience and expertise at the early stages of discussions with our clients to freely advise them on the optimal project plan. We then reach decision with each client on the scope of service, timelines and budget. ProRelix Research then commits to deliver those services on time and within budget – according to our End-to-End Guarantee. Our commitment to guaranteed delivery is unique in the clinical research environment which is otherwise notable for the routine occurrence of delays and cost overruns. Acting through Pharmaceutical, Medical Device Research teams, and with a comprehensive portfolio of services, we offer a flexible approach to ensure ProRelix Research optimally support the unique needs of each client. This could mean providing regulatory consultancy to a small company at the early stages of development programme, through to provision of full services to a company performing an international mega trial to support registration of their product. Whatever the size and scope of the project, each receives the same level of attention to detail and commitment to delivery of a high quality service within budget and to timelines agreed.We provide customized and effective solutions as per the needs and objectives of each task, all while complying with the highest international quality standards and practices.We believe in offering unique expertise in various therapeutic areas and provide services either as an independent team or working along with the client’s own management.Therapeutic Areas:Oncology, CVS, CNS, Metabolic Disorders, Autoimmune disorders, Gastro Intestinal Disorders, Opthalmology, Endocrinology and others (Phase 2-4)"
669,Protec Nutra Ltd ,H120 United Kingdom,-,-
670,Pure Flavour GmbH ,I233 Germany,https://www.pure-flavours.com/,"We are a contract manufacturer of liquid supplements (vitamins, nutraceuticals, flavour drops...) for different needs like e.g. sleep, focus, energy, inner beauty.Furthermore we are a producer and trader of different food ingredients: flavours, sweeteners, vitamins, minerals, botanical extracts."
671,Pureis Ultra Pure CBD ,N90 United Kingdom,https://www.pureiscbd.com/,"Pureis® Ultra Pure CBD is the 1st CBD food supplement backed by safety clinical studies (Phase I) & to use FDA registered raw material.- 1st CBD company to receive dual validation for Novel Foods License with European Food Safety Authority (EFSA) & Food Standards Agency UK (FSA).- Phase III efficacy clinical studies underway.- 0% THC, Pureis® does not cause a `high` and is non-addictive.- Lab-made Ultra Pure CBD, free from toxins and pollutants.- Specially formulated to improve absorption."
672,PUROMEDICA ,N43 Poland,https://puromedica.com/en/,"PUROMEDICA is aimed at producing individual ultrapure dietary mineral formulations as aqueous solutions with their best bioavailability and the lack of any side effects. Our know-how is based on the knowledge of the physiological mechanisms of absorption. The products are unique thanks to the fact that we eliminate unnecessary chemical additives and preservatives, thanks to that our products are pure."
673,Qualicaps Europe ,A80 Spain,https://www.qualicaps.com/,"Qualicaps®, as a responsible company dedicated to the supply of two-piece hard capsules and related services, contributes actively to improving people’s health and betterment of society. The company takes pride in producing each capsule with the aim of promoting the KAITEKI principles of wellbeing.Qualicaps® Consumer Healthcare portfolio offers the consumer health industry superior quality capsules for the protection and delivery of beneficial ingredients. With patented characteristics that make these capsules ideal for a broad range of nutraceutical and nutritional applications, our leading-edge portfolio of empty hard capsules provides solutions for health and nutrition manufacturers that are in line with consumer preferences."
674,Quimdis ,F104 France,http://www.quimdis.com,"Quimdis, purchased by Azelis in 2021; is an European distributor for nutraceutical ingredients (antioxidants, phytonutrients, vegetal & marine extracts, mineral salts & yeasts, amino acids, vitamins, probiotics, FOS, lutein, sweeteners & excipients), pharmaceutical actives, food additives, cosmetic raw materials and essential oils.Quimdis is certified ISO 9001, ISO 22000 & Organic by Ecocert.Our main partners: Arjuna, Aroma NZ, Fuso, Global Calcium, JMC, Jungbunzlauer, Lallemand, Lycored, Natural Remedies, Omniactives, Oryza, Pileje Industries, PLT Health Solutions, Peter Greven, Prayon, Shimizu, Stepan, Tereos, THT, Tradichem, Tsuno..."
675,Ransom Naturals Ltd ,E180 United Kingdom,https://ransomnaturals.com/,"With 175 years of experience in the field of natural products, Ransom Naturals Ltd (RNL) is a leading UK based developer and manufacturer of botanical extracts for the pharmaceutical & health and food & beverage sectors. RNL develops and manufactures botanical extracts from a wide range of plant materials, with extracts presented in liquid, soft extract (viscous semi-solid) and powdered forms.Ransom Naturals is accredited to the BRCGS Food Safety Standard (equivalent to GFSI 2020) for the manufacture of botanical extracts for use as food flavours, and to EU GMP Part II for manufacture of botanical extracts as Active Pharmaceutical Ingredients by the Medicines and Healthcare Products Regulatory Agency (MHRA). This allows us to deliver the best in great natural Flavours and Functional Ingredients to the Food & Beverage industry.Ransom Naturals has successfully partnered traditional methods with an innovative approach to new product development. It has done so by adapting and harnessing the latest in scientific techniques in order to continue to meet the ever-changing needs of markets and customers while staying true to its natural heritage. Proud of its past but looking to the future, RNL serves a wide range of international markets.Ransom Naturals is known for new product and process development and offers complete customer solutions from conception to commercialisation."
676,"RCLIN Swiss SA - Pharma, Food and Beauty Division ",O19 Switzerland,http://drpruss.com,"RCLIN Pharma, Food and Beauty is a Swiss R&D and contract manufacturing facility of dietary supplements and nutricosmetics that helps customers to bring products (under white/private label, as well as established brands) to the market without taking a risk of large MOQs. We develop formulations for humans and house pets (dogs & cats) and produce small to medium size batches, which allows us to provide unmatched product quality control at each stage of creating a formulation: R&D, sourcing the ingredients, designing packaging and all the way up to shipping finished products."
677,Regis Sp. z o.o. ,Poland,-,-
678,REVI PHARMA SRL ,Italy,-,-
679,Rimfrost AS ,H150 Norway,http://rimfrostkrill.no,"RIMFROST is a Norwegian vertical integrated biotech company producing krill derived products. RIMFROST supports tight regulations and control to ensure the preservation of the Antarctic ecosystem. We are committed to providing high quality krill products through gentle processing and low environmental impact.RIMFROST offers traceability at every step. Having 100% ownership of the short value chain ensures precise quality and reliable production capacity. Late 2022, our state of the art, green vessel will be ready for delivery and set a new environmental and sustainability standard for fishing and operations in Antarctica.The incredible strength of krill comes from its high concentrations of efficient omega-3 fatty acids bound in phospholipids, high quality marine proteins and the powerful antioxidant astaxanthin.We supply krill products high on omega-3 phospholipids, choline & astaxanthin for Human health, Pet food and Aquaculture. RIMFROST AS is certified by both Marine Stewardship Council (MSC) and Friend of the Sea"
680,RIOJA NATURE PHARMA ,M84 Spain,http://www.riojanaturepharma.com/en,"""We are Your Manufacturer""Specialized in bespoke food-supplements. Working with such a variety of products gives us great Know How.Capsules, Veg SoftGels, Sachets, tablets, liquids ...If you have any development proposal or want RNP to quote one of the products that you are already producing, do not hesitate to request it.High production capacity & Amazon Experience."
681,RNI CONSULTING ,N170 France,http://www.rni-consulting.com,"RNI Consulting is an international regulatory and scientific consulting firm specialized in regulatory, medical and toxicological affairs for food and nutrition products (food supplements, enriched foods, medical foods, F&B), health products (cosmetic products, medical devices, traditional herbal medicinal products) and borderline products. We offer regulatory strategy, quality audits, regulatory and scientific due diligences, trainings, international expertises, Novel foods and GRAS dossiers."
682,Robertet Health & Beauty ,F113 France,https://www.robertet.com/en,"Robertet Health & Beauty harnesses the expertise of Robertet Group in the areas of sustainable sourcing, phytochemistry and extraction from plants in order to offer natural, groundbreaking, safe and effective products which respond to consumers’ health, well-being and beauty expectations.Robertet Health & Beauty offers a full range of branded and natural active ingredients supported by clinical studies, scientific publications and patents. Among those, our iconic brands are Lipowheat™ and Extramel®.These natural ingredients meet all the requirements for the food supplement, functional food & beverage and cosmetic markets."
683,ROELMI HPC srl ,J50 Italy,http://www.exceptionhyal.com/,"Roelmi HPC is a partner company that drives innovation in the Health & Personal Care markets.Roelmi HPC does research, planning, development and production of functional, active and performance ingredients. Those innovative solutions are found through cutting-edge technologies driven by innovation in green chemistry and by building perfect models of circular economy.Moreover, Roelmi HPC supports the customer with formulation, production and selling of tailor made finished products in Health & Personal Care as well as Medical Devices. By doing that, Roelmi HPC achieves the highest quality possible and assures total safety for the final consumer.Thanks to our prolonged experience, Roelmi HPC approaches the market with a scientific method based on recognized quality, passion, targeted research and tested solutions.The main objective of Roelmi HPC is to drive innovation following the philosophy of respect for the environment, bio-diversity preservation and use of sustainable sources (NIP® PROGRAM “Nature Is People”)."
684,Romaco Holding GmbH ,J236 Germany,https://showroom.romaco.com/,"nutraceuticals, granulation, drying, pellet coating, tableting, tablet coating, equipment,"
685,Rosewood Private Investments ,United States of America,-,-
